,UniqueID,no_intake_question,no_retest1_question,no_retest2_question,SET_program_num,ETO_PROGRAM,SET_admin_num,baseline_type,enroll_SET_type_num,enroll_SET_type,cycle_1_1,cycle_1_2,phase_1_1,phase_1_2,cycle_new,phase_new,newly_enrolled,early_or_end,intake,retest,GRYD_Zone_num,INTERVIEW_DATE_FB,ENROLLMENT_DATE_1,AGE_1_FB,SEX_1,GROUP_POSITION_1,group_position,TATTOO_REMOVE_1,comments_page1_1,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,group_name_part2,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,X18,X19,X20,X21,X22,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,X10,X11,X12,X13,X14,X15,X16,X17,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS
815,41995, , , ,1,1,2, ,2,retest1,1,777,777,7,1,7,777,3,777,1,6,5/2/2018,10/10/2017,17,1,3,3,0,Blank,0.0,0.0,0.0,2.0,8.0,0.0,0.0,777,4.0,2.0,2,1.0,0.0,0.0,777,0.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,Homies,No,Getting off house arrest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0,5,9,777,1.0,2.0,7.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,Homies,1.0,15.0,1.0,16.0,5.0,16.0,16.0,18.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,2,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,Friends,0.0,777,1.0,Friends,0,Friends,,,,,,,,2,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,Blank,1,Harbor-21-207-1,5/2/2018,5/2/2018,2.0,2.0,3.0,1.0,3.0,Blank
816,42270, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,6,10/30/2017,10/23/2017,24,1,4,4,0,Blank,0.0,0.0,0.0,0.0,0.0,25.0,0.0,777,3.0,0.0,0,1.0,0.0,0.0,777,0.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,The 4th,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0,10,4,777,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,The 4th,1.0,15.0,0.0,,4.0,20.0,14.0,40.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,Basketball,1.0,Balling,1.0,B-ball,0,B-Ball,1.0,5.0,4.0,5.0,0.0,2.0,2.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,Blank,999,Harbor-21-209-1,10/30/2017,10/30/2017,3.0,2.0,0.0,1.0,3.0,Blank
817,42270, , , ,1,1,2, ,2,retest1,1,777,777,7,1,7,777,3,777,1,6,5/4/2018,10/23/2017,25,1,4,4,0,Blank,0.0,0.0,0.0,0.0,0.0,30.0,0.0,777,3.0,0.0,0,1.0,0.0,0.0,777,0.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,CS,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0,10,4,777,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,CS,1.0,15.0,0.0,,4.0,20.0,15.0,40.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,Basketball,1.0,Basketball,1.0,Basketball,0,Players,,,,,,,,2,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,Blank,1,Harbor-21-209-1,5/4/2018,5/4/2018,2.0,3.0,3.0,1.0,3.0,Blank
818,42812, , , ,1,1,1, ,1,intake,1,777,3,777,1,3,1,777,1,777,6,1/4/2018,11/21/2017,16,1,3,3,0,Blank,0.0,0.0,0.0,5.0,0.0,0.0,0.0,777,5.0,4.0,4,1.0,0.0,0.0,777,0.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,Friends,Yea all of them are in and out of jail - I'm not trying to be like that.,They do too much.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0,5,5,777,1.0,1.0,2.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,Friends,1.0,15.0,1.0,15.0,2.0,16.0,13.0,20.0,1.0,1.0,2.0,2.0,5.0,0.0,3.0,2.0,1,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,school friends,0.0,777,1.0,activity friends,0,positive friends,,,,,,,,3,,,,,,,,,,,,,,,,,2.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,Blank,1,Harbor-21-210-1,1/4/2018,1/4/2018,3.0,2.0,2.0,1.0,2.0,Blank
819,43196, , , ,1,1,1, ,1,intake,1,777,3,777,1,3,1,777,1,777,6,2/19/2018,12/27/2017,21,1,4,4,0,Blank,0.0,0.0,0.0,0.0,0.0,30.0,0.0,777,3.0,1.0,1,1.0,0.0,0.0,777,0.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,4th,Friend went to jail for murder,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1,10,4,777,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4th,1.0,14.0,1.0,21.0,5.0,21.0,13.0,45.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2,3.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,Work,0.0,777,1.0,Work,1,Co-workers,1.0,5.0,5.0,5.0,1.0,2.0,0.0,1,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,Blank,1,Harbor-21-211-1,2/19/2018,2/19/2018,4.0,1.0,3.0,1.0,3.0,Blank
820,43312, , , ,1,1,1, ,1,intake,1,777,3,777,1,3,1,777,1,777,6,2/28/2018,1/12/2018,22,2,4,4,0,Blank,0.0,1.0,0.0,0.0,0.0,0.0,0.0,777,3.0,0.0,0,1.0,0.0,1.0,Seen a dead body,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,Lil,Saw a dead body at a party on New Years,Working with [mentor name] as my mentor,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,3,31,9,777,1.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Lil,1.0,11.0,1.0,21.0,6.0,21.0,11.0,18.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3,3.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,4.0,3.0,9.0,3.0,1.0,9.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,Blank,1,Harbor-21-212-1,2/28/2018,2/28/2018,3.0,2.0,,1.0,3.0,Blank
821,43386, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,6,2/27/2018,1/19/2018,18,1,4,4,0,Blank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777,3.0,0.0,0,1.0,1.0,0.0,777,0.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,4.0,1.0,7.0,0.0,,1.0,2.0,0.0,,0.0,,EST,Homie was killed,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0,5,4,777,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,EST,1.0,13.0,0.0,,6.0,19.0,14.0,40.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,3,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,1,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,3.0,9.0,4.0,4.0,9.0,2.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,Blank,1,Harbor-21-213-1,2/27/2018,2/27/2018,2.0,3.0,4.0,1.0,3.0,Blank
822,43965, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,999,999,1,777,6,3/26/2018,2/22/2018,18,2,3,3,0,Blank,0.0,0.0,0.0,50.0,4.0,15.0,0.0,777,1.0,0.0,0,1.0,0.0,1.0,Parents leaving to mexico,0.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,Homies,Graduating high school soon,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1,10,6,777,1.0,0.0,0.0,4.0,2.0,3.0,3.0,2.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,Homies,1.0,16.0,1.0,17.0,3.0,16.0,13.0,21.0,1.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,2,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,2.0,9.0,1.0,0.0,9.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,3.0,3.0,Blank,999,Harbor-21-214-1, , ,,,,,,no page 17 completed
823,44134, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,6,3/29/2018,3/8/2018,19,2,3,3,0,Blank,0.0,0.0,0.0,60.0,5.0,15.0,3.0,Church service,2.0,3.0,3,1.0,0.0,1.0,Kicked out of home,0.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,Homies,Graduating school,Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,5,777,1.0,0.0,0.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,Homies,1.0,17.0,1.0,18.0,3.0,17.0,16.0,20.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,church group,0.0,777,0.0,777,0,Church group,,,,,,,,2,,,,,,,,,,,,,,,,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,Blank,999,Harbor-21-215-1, , ,,,,,,no page 17 completed
824,44591, , , ,1,1,1, ,1,intake,1,777,3,777,1,3,1,777,1,777,6,5/15/2018,4/2/2018,16,1,4,4,0,Blank,0.0,0.0,1.0,32.5,5.0,0.0,8.0,Clean room in house,4.0,4.0,4,1.0,0.0,1.0,"Might be a dad, being on probation",1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,5.0,0.0,,1.0,1.0,0.0,,1.0,40.0,Mahar,"Because of probation, the fight that opened my eyes at school",Having a baby (possible),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0,5,4,777,1.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,East,1.0,14.0,1.0,16.0,6.0,17.0,13.0,60.0,1.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,0,7.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,3.0,1.0,9.0,3.0,0.0,9.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,Blank,1,Harbor-21-217-1,5/15/2018,5/15/2018,1.0,2.0,2.0,1.0,2.0,Staying away more often but needs self help
825,44590, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,6,4/26/2018,4/2/2018,17,1,4,4,0,Blank,0.0,0.0,0.0,30.0,0.0,0.0,0.0,777,4.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,Hangout Boys,Going,Meeting new people,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1,31,8,777,1.0,3.0,7.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,Hangout Boys,1.0,15.0,1.0,16.0,3.0,17.0,15.0,20.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,2,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,1.0,Church,0,Friend,,,,,,,,2,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,3.0,4.0,Blank,1,Harbor-21-218-1,4/26/2018,4/26/2018,4.0,1.0,0.0,1.0,3.0,Blank
826,46065, , , ,1,1, , , , ,1,777,777,7,1,7,999,999,777,1,6,1/31/2019,7/16/2018,18,1,4,4,0,Blank,0.0,0.0,0.0,10.0,5.0,0.0,0.0,777,3.0,0.0,0,1.0,1.0,1.0,Friend was killed and I was shot in foot,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,HG,Friend was killed and I was shot in foot,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,10,5,777,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,HG,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,777,0.0,777,0.0,777,999,No other group,0.0,,,,,,, ,,,,,,,,,,,,,,,,,2.0,2.0,9.0,1.0,4.0,9.0,0.0,0.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,Blank,999,Harbor-21-220-1,1/13/2019,1/31/2019,1.0,3.0,3.0,1.0,3.0,Blank
827,46065, , , ,1,1,1, , , ,1,777,2,777,1,2,999,999,1,777,6,8/15/2018,7/16/2018,18,1,4,4,0,Blank,0.0,0.0,0.0,10.0,10.0,0.0,0.0,777,4.0,1.0,1,1.0,1.0,1.0,Friend was killed,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,CS,Friend was killed,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0,10,5,777,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,CS,1.0,11.0,1.0,14.0,4.0,17.0,14.0,22.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,2.0,9.0,1.0,4.0,9.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,Blank,1,Harbor-21-220-1,8/15/2018,8/15/2018,1.0,3.0,3.0,1.0,3.0,Blank
828,46066, , , ,1,1, , , , ,1,777,777,7,1,7,999,999,777,1,6,1/23/2019,7/16/2018,22,1,3,3,0,Blank,1.0,0.0,0.0,0.0,0.0,0.0,0.0,777,5.0,0.0,0,1.0,0.0,0.0,777,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,Speed,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2,20,6,777,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,Speed,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,777,0.0,777,1.0,Cars,999,Cars,,,,,,,, ,,,,,,,,,,,,,,,,,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,Blank,999,Harbor-21-221-1,1/23/2019,1/23/2019,1.0,3.0,3.0,1.0,3.0,Blank
